machine_type,baseRate,season,booking_time,duration_hours,discount,gst,demand_index,available,finalPrice
Tractor,1831.06,Off-Season,Evening,2,7.55,18.0,0.69,True,318.79
Harvester,4141.55,Harvest,Afternoon,2,5.17,18.0,0.96,True,1448.67
Plough,1353.98,Growing,Evening,2,2.41,18.0,1.17,True,526.13
Harvester,4155.16,Growing,Night,4,7.34,18.0,0.93,True,1900.52
Plough,1608.89,Off-Season,Morning,2,10.99,18.0,1.01,True,411.64
Drone,4125.2,Planting,Night,2,6.21,18.0,1.23,True,1392.52
Drone,4159.35,Growing,Afternoon,4,1.58,18.0,0.72,True,1744.67
Harvester,4086.2,Growing,Night,3,2.5,18.0,0.74,True,1179.99
Drone,4352.11,Harvest,Morning,3,14.4,18.0,1.12,True,2870.8
Plough,1474.73,Off-Season,Afternoon,3,13.07,18.0,1.18,True,535.03
Tractor,2101.44,Harvest,Night,2,7.5,18.0,0.91,True,611.83
Drone,4618.28,Harvest,Evening,5,14.18,18.0,1.2,True,5229.34
Tractor,2173.25,Harvest,Morning,4,2.14,18.0,1.19,True,2333.37
Tractor,1956.74,Off-Season,Evening,2,10.18,18.0,1.27,False,607.19
Drone,4748.84,Planting,Evening,3,11.89,18.0,0.57,True,1332.78
Drone,4554.61,Planting,Afternoon,2,3.33,18.0,1.21,True,1735.45
Harvester,4185.05,Harvest,Night,2,8.03,18.0,1.34,True,1774.91
Harvester,4274.66,Growing,Night,4,1.91,18.0,0.79,True,1748.91
Harvester,4008.45,Off-Season,Evening,4,12.82,18.0,1.38,True,2622.37
Tractor,1830.28,Off-Season,Night,3,9.72,18.0,0.52,True,271.4
Harvester,3766.37,Planting,Afternoon,5,13.16,18.0,0.89,True,2359.91
Plough,1640.42,Harvest,Afternoon,5,8.18,18.0,1.48,True,2139.65
Harvester,4010.69,Growing,Morning,3,6.5,18.0,1.5,True,2981.2
Tractor,1928.46,Off-Season,Night,4,1.05,18.0,1.23,True,996.43
Harvester,4165.31,Off-Season,Night,5,6.96,18.0,1.22,True,2516.1
Harvester,4167.01,Growing,Morning,4,5.69,18.0,1.33,True,3704.43
Plough,1461.97,Planting,Afternoon,4,12.07,18.0,1.27,True,1061.93
Drone,4109.82,Off-Season,Afternoon,5,6.39,18.0,1.05,True,2378.85
Tractor,1940.08,Planting,Evening,5,7.77,18.0,0.64,True,1068.92
Harvester,4096.38,Growing,Afternoon,2,5.8,18.0,1.16,True,1323.31
Drone,4401.68,Planting,Morning,3,13.62,18.0,1.26,True,2795.3
Plough,1546.24,Growing,Night,5,12.79,18.0,1.04,True,932.34
Tractor,1922.76,Off-Season,Evening,2,10.75,18.0,0.77,True,359.08
Drone,4332.44,Planting,Morning,5,9.0,18.0,1.36,True,5225.75
Drone,4701.91,Harvest,Evening,4,2.82,18.0,0.58,True,2325.44
Plough,1464.84,Growing,Night,3,6.76,18.0,1.46,True,793.32
Drone,4544.41,Off-Season,Night,2,3.96,18.0,1.44,True,1334.02
Plough,1447.35,Harvest,Morning,2,12.39,18.0,0.96,True,562.03
Plough,1546.41,Planting,Night,4,3.97,18.0,1.16,True,1007.9
Harvester,4222.42,Growing,Morning,4,14.75,18.0,1.29,True,3279.23
Harvester,4198.27,Harvest,Evening,2,6.49,18.0,0.53,True,919.67
Plough,1360.1,Planting,Afternoon,2,13.33,18.0,1.32,True,506.6
Plough,1607.44,Planting,Evening,5,4.85,18.0,1.4,True,1994.79
Harvester,3860.23,Harvest,Evening,2,6.55,18.0,1.17,True,1856.35
Tractor,2099.2,Growing,Afternoon,2,8.65,18.0,0.57,True,320.89
Drone,4949.0,Off-Season,Night,4,14.0,18.0,1.3,True,2352.75
Plough,1351.72,Planting,Evening,4,3.62,18.0,0.54,True,525.39
Drone,4167.07,Planting,Night,5,13.38,18.0,1.35,True,3555.8
Plough,1354.11,Off-Season,Evening,5,9.82,18.0,0.73,True,606.54
Plough,1579.31,Off-Season,Morning,3,10.59,18.0,0.81,True,485.23
Drone,4510.47,Harvest,Night,3,8.45,18.0,1.12,True,2404.24
Harvester,4069.55,Planting,Afternoon,2,1.04,18.0,1.14,True,1487.6
Harvester,4140.9,Planting,Evening,2,5.84,18.0,0.73,True,1060.56
Tractor,2171.27,Growing,Night,3,5.57,18.0,1.12,True,913.31
Plough,1490.79,Harvest,Evening,2,14.72,18.0,1.15,True,644.55
Drone,4693.59,Off-Season,Evening,2,7.56,18.0,1.45,True,1706.49
Plough,1458.73,Planting,Evening,3,5.6,18.0,1.44,True,1111.32
Harvester,4000.29,Off-Season,Evening,2,9.66,18.0,1.47,True,1445.88
Drone,4549.22,Growing,Afternoon,2,9.54,18.0,1.1,True,1334.56
Harvester,4164.11,Planting,Evening,3,8.7,18.0,0.95,False,2028.0
Tractor,1824.24,Harvest,Evening,3,11.69,18.0,1.11,True,1182.68
Harvester,4270.52,Harvest,Night,3,10.29,18.0,1.41,True,2797.23
Harvester,4362.83,Planting,Evening,2,2.31,18.0,1.07,True,1706.05
Plough,1626.39,Harvest,Morning,3,11.11,18.0,0.59,True,593.71
Harvester,4162.11,Harvest,Afternoon,2,6.35,18.0,0.58,True,873.82
Tractor,2152.39,Off-Season,Evening,5,10.36,18.0,1.1,True,1435.79
Harvester,4380.95,Growing,Night,5,2.95,18.0,1.24,True,3492.11
Harvester,4242.11,Planting,Evening,4,3.01,18.0,0.72,True,2199.43
Drone,4592.74,Growing,Evening,2,6.98,18.0,1.35,True,1952.91
Drone,4351.75,Harvest,Morning,4,6.53,18.0,0.9,True,3354.27
Tractor,2156.76,Planting,Evening,2,1.28,18.0,0.89,True,703.67
Plough,1413.24,Harvest,Morning,3,7.12,18.0,0.56,False,503.06
Harvester,3659.86,Off-Season,Afternoon,4,2.21,18.0,1.47,True,2488.46
Drone,4920.99,Off-Season,Afternoon,5,0.13,18.0,0.66,True,1900.89
Plough,1539.17,Off-Season,Morning,2,3.49,18.0,0.63,True,264.9
Tractor,1942.13,Harvest,Night,2,4.54,18.0,1.48,True,944.11
Plough,1619.47,Planting,Evening,3,5.14,18.0,1.36,True,1173.51
Plough,1374.82,Harvest,Afternoon,3,12.44,18.0,1.21,True,835.6
Tractor,1862.39,Harvest,Night,5,8.71,18.0,1.01,True,1475.11
Plough,1537.2,Planting,Evening,5,2.61,18.0,1.38,True,1920.93
Harvester,4387.39,Harvest,Night,3,12.34,18.0,0.56,True,1109.09
Tractor,1983.37,Growing,Night,2,5.21,18.0,1.05,False,522.75
Plough,1549.26,Planting,Afternoon,3,4.71,18.0,1.04,True,745.92
Tractor,2195.78,Off-Season,Morning,2,14.11,18.0,0.52,True,275.51
Harvester,3976.69,Growing,Afternoon,2,7.39,18.0,0.98,True,1068.17
Tractor,1944.56,Harvest,Morning,4,12.0,18.0,0.62,True,981.64
Drone,4424.53,Planting,Afternoon,5,1.89,18.0,0.7,False,2452.48
Harvester,3740.39,Growing,Afternoon,4,11.04,18.0,1.01,True,1988.44
Harvester,3922.22,Harvest,Night,5,8.29,18.0,0.87,True,2707.07
Drone,4177.1,Planting,Evening,3,12.82,18.0,0.67,True,1356.16
Drone,4491.69,Growing,Afternoon,3,12.39,18.0,0.79,False,1368.23
Plough,1640.98,Planting,Night,5,5.57,18.0,1.29,True,1454.59
Plough,1631.67,Harvest,Night,5,1.31,18.0,1.06,True,1468.45
Plough,1588.78,Off-Season,Afternoon,3,14.83,18.0,0.53,True,251.61
Harvester,4016.06,Growing,Evening,5,3.75,18.0,0.76,True,2502.35
Drone,4833.6,Off-Season,Morning,3,0.8,18.0,0.88,True,1785.34
Harvester,3812.3,Off-Season,Morning,2,5.27,18.0,0.59,True,607.29
Harvester,4336.59,Planting,Morning,2,14.17,18.0,1.11,False,1608.73
Tractor,2114.33,Off-Season,Morning,2,7.02,18.0,0.97,True,537.97
Drone,4189.04,Harvest,Night,3,11.41,18.0,1.01,True,1946.22
Harvester,4348.14,Planting,Evening,3,5.97,18.0,1.33,True,3038.33
Tractor,1812.19,Off-Season,Afternoon,2,0.68,18.0,1.15,True,487.03
Drone,4653.03,Growing,Night,5,7.65,18.0,1.0,True,2855.89
Plough,1360.47,Harvest,Night,2,12.79,18.0,1.43,False,584.91
Tractor,2118.4,Growing,Evening,4,6.74,18.0,0.74,True,988.61
Plough,1567.38,Off-Season,Night,3,13.72,18.0,0.69,False,296.9
Harvester,4156.5,Off-Season,Afternoon,4,12.02,18.0,0.89,True,1539.77
Plough,1387.65,Off-Season,Evening,2,3.16,18.0,1.06,True,385.29
Harvester,4268.05,Harvest,Morning,5,5.81,18.0,0.57,True,2618.58
Plough,1598.06,Planting,Evening,3,1.31,18.0,0.78,True,691.05
Drone,4313.26,Off-Season,Morning,2,14.42,18.0,1.17,False,1220.82
Drone,4288.95,Harvest,Morning,2,9.8,18.0,0.69,True,1232.54
Drone,4607.65,Planting,Afternoon,2,13.27,18.0,1.24,True,1606.74
Harvester,3825.29,Planting,Afternoon,3,6.83,18.0,1.18,True,2043.69
Tractor,1938.75,Growing,Evening,5,14.85,18.0,0.81,True,1136.71
Drone,4121.05,Growing,Afternoon,4,12.74,18.0,0.59,False,1249.59
Harvester,4032.8,Off-Season,Afternoon,5,2.79,18.0,0.87,False,2018.17
Tractor,1824.72,Off-Season,Morning,2,3.6,18.0,1.21,True,602.84
Plough,1452.43,Growing,Afternoon,2,6.7,18.0,1.0,True,400.36
Plough,1491.29,Growing,Night,3,13.57,18.0,1.15,True,589.02
Drone,4209.47,Harvest,Night,5,12.26,18.0,1.26,True,4006.08
Plough,1352.06,Growing,Morning,5,12.97,18.0,0.75,True,780.43
Harvester,4284.91,Planting,Evening,3,13.43,18.0,1.41,True,2925.91
Plough,1557.32,Planting,Morning,2,6.6,18.0,1.23,False,696.5
Plough,1531.14,Growing,Evening,5,12.46,18.0,0.62,True,704.65
Drone,4528.31,Growing,Afternoon,3,10.23,18.0,1.45,True,2608.0
Harvester,4187.11,Growing,Afternoon,2,2.47,18.0,0.62,True,742.82
Drone,4862.17,Off-Season,Morning,5,3.27,18.0,0.52,True,1715.49
Drone,4145.27,Harvest,Evening,4,8.5,18.0,1.16,True,3870.94
Tractor,1959.81,Planting,Night,2,14.14,18.0,0.58,True,286.37
Plough,1584.0,Harvest,Morning,3,8.65,18.0,0.96,True,962.84
Plough,1644.17,Off-Season,Night,2,3.39,18.0,1.4,True,470.86
Plough,1559.91,Harvest,Morning,4,9.88,18.0,1.03,True,1335.66
Plough,1401.76,Off-Season,Afternoon,4,11.22,18.0,1.06,True,623.36
Drone,4431.19,Planting,Night,3,3.9,18.0,1.47,True,2741.89
Plough,1454.26,Planting,Evening,4,1.74,18.0,0.53,True,562.34
Tractor,1887.3,Harvest,Afternoon,2,9.21,18.0,0.75,True,494.72
Drone,4373.29,Growing,Night,2,11.18,18.0,0.58,True,594.5
Tractor,2117.57,Harvest,Morning,3,12.09,18.0,0.83,True,1064.29
Plough,1375.41,Growing,Morning,2,5.38,18.0,1.41,True,650.95
Drone,4214.41,Growing,Morning,5,12.13,18.0,1.32,True,4338.14
Plough,1487.74,Harvest,Night,2,3.06,18.0,0.52,True,257.22
Harvester,3661.25,Off-Season,Afternoon,4,7.97,18.0,0.53,True,847.1
Tractor,1963.1,Harvest,Afternoon,3,9.81,18.0,1.12,True,1139.9
Plough,1628.43,Harvest,Night,3,1.03,18.0,0.92,True,765.72
Drone,4601.52,Planting,Afternoon,4,0.66,18.0,1.19,True,3540.21
Tractor,1892.59,Harvest,Morning,4,6.05,18.0,1.33,True,2182.62
Drone,4600.65,Harvest,Night,2,13.49,18.0,1.46,True,2008.74
Drone,4725.03,Growing,Afternoon,3,10.14,18.0,1.16,True,2176.03
Plough,1468.58,Planting,Night,5,8.34,18.0,0.53,False,520.04
Drone,4190.66,Off-Season,Afternoon,3,2.52,18.0,1.38,True,1994.6
Tractor,1892.55,Growing,Afternoon,5,14.53,18.0,0.76,True,909.44
Drone,4802.85,Planting,Morning,4,14.01,18.0,1.42,True,4555.56
Tractor,2051.93,Harvest,Morning,4,1.37,18.0,0.81,True,1517.78
Harvester,4224.77,Off-Season,Morning,4,10.97,18.0,1.32,True,2821.59
Harvester,4266.34,Growing,Night,3,14.15,18.0,0.74,True,1075.27
Tractor,2107.25,Off-Season,Morning,3,3.77,18.0,1.34,True,1157.95
Drone,4512.69,Off-Season,Morning,2,13.52,18.0,0.72,True,790.42
Drone,4553.46,Planting,Night,3,0.1,18.0,1.48,False,2946.14
Drone,4405.64,Off-Season,Morning,2,3.16,18.0,1.36,True,1639.77
Drone,4446.52,Harvest,Evening,2,6.0,18.0,1.28,True,2365.5
Drone,4941.3,Growing,Afternoon,4,14.96,18.0,0.69,True,1713.39
Drone,4437.89,Planting,Night,4,14.08,18.0,0.68,True,1517.16
Tractor,1889.07,Planting,Afternoon,4,7.45,18.0,1.42,True,1607.7
Drone,4167.45,Planting,Night,5,6.27,18.0,1.26,True,3585.66
Plough,1375.24,Growing,Morning,3,5.11,18.0,1.3,True,904.27
Tractor,1863.85,Harvest,Evening,5,2.45,18.0,0.73,True,1471.12
Plough,1600.48,Growing,Night,2,4.57,18.0,0.76,True,310.02
Tractor,1911.09,Planting,Afternoon,2,6.29,18.0,0.55,True,319.97
Drone,4566.55,Harvest,Night,3,12.87,18.0,1.23,False,2536.14
Plough,1584.48,Off-Season,Night,4,4.6,18.0,0.54,True,346.93
Tractor,1959.07,Planting,Morning,4,0.09,18.0,0.56,True,856.48
Harvester,4052.86,Growing,Morning,5,13.56,18.0,0.87,True,2711.88
Plough,1365.17,Growing,Night,5,6.16,18.0,0.66,True,564.06
Harvester,3854.04,Harvest,Evening,5,12.26,18.0,1.43,True,5333.06
Plough,1485.02,Planting,Evening,2,9.4,18.0,0.79,True,395.31
Plough,1449.6,Harvest,Night,4,0.77,18.0,0.99,True,985.55
Drone,4350.96,Harvest,Night,5,10.41,18.0,1.05,True,3541.09
Plough,1412.58,Planting,Night,2,11.4,18.0,0.65,True,239.0
Plough,1430.45,Off-Season,Night,5,6.12,18.0,0.63,True,446.1
Harvester,4261.89,Harvest,Afternoon,3,5.88,18.0,1.2,True,2762.49
Harvester,4113.2,Off-Season,Evening,2,5.17,18.0,0.84,True,886.36
Tractor,1848.84,Off-Season,Evening,4,6.17,18.0,0.74,True,697.31
Tractor,2130.43,Planting,Night,2,8.18,18.0,0.61,True,345.96
Plough,1546.92,Planting,Afternoon,4,5.41,18.0,1.17,True,1112.31
Tractor,1832.49,Growing,Evening,3,6.67,18.0,1.0,True,874.35
Tractor,1867.62,Off-Season,Morning,4,9.89,18.0,1.08,True,1027.35
Drone,4310.5,Growing,Afternoon,2,11.52,18.0,0.93,True,1051.26
Plough,1535.63,Planting,Afternoon,5,8.46,18.0,1.35,True,1540.12
Tractor,2173.77,Harvest,Afternoon,4,4.18,18.0,0.63,True,1005.12
Plough,1530.96,Growing,Evening,4,12.28,18.0,0.54,True,492.2
Harvester,4393.57,Planting,Afternoon,2,9.78,18.0,1.28,True,1647.59
Harvester,4081.98,Planting,Night,5,1.54,18.0,0.63,False,1836.79
Harvester,4139.07,Planting,Afternoon,2,2.03,18.0,0.65,True,857.68
Drone,4899.54,Off-Season,Morning,2,10.24,18.0,1.08,True,1339.35
Tractor,1910.37,Off-Season,Night,2,0.28,18.0,0.96,False,390.1
Drone,4341.44,Off-Season,Morning,5,11.21,18.0,0.72,True,1961.58
Drone,4167.88,Growing,Night,3,1.83,18.0,1.2,True,1957.63
Plough,1649.07,Harvest,Evening,5,7.18,18.0,1.43,True,2411.48
Plough,1489.6,Planting,Afternoon,2,9.34,18.0,1.31,True,572.65
Drone,4484.44,Off-Season,Evening,3,6.4,18.0,1.05,True,1791.12
Harvester,3836.75,Planting,Morning,4,12.08,18.0,0.9,True,2358.75
Plough,1527.61,Harvest,Night,5,8.46,18.0,1.0,True,1206.97
Tractor,1835.95,Growing,Night,3,1.91,18.0,1.3,True,932.49
Plough,1395.21,Growing,Evening,3,10.72,18.0,0.79,True,502.88
Drone,4678.05,Growing,Afternoon,5,9.08,18.0,0.81,True,2534.11
Harvester,4091.59,Off-Season,Night,3,4.44,18.0,0.5,True,624.25
Tractor,1887.16,Harvest,Night,5,4.89,18.0,0.63,True,972.29
Harvester,3633.98,Off-Season,Evening,5,4.85,18.0,1.17,True,2733.22
Plough,1452.82,Growing,Afternoon,5,12.2,18.0,1.42,True,1339.83
Tractor,1999.59,Planting,Morning,2,1.55,18.0,0.9,True,691.46
Harvester,4223.86,Growing,Evening,4,13.37,18.0,0.51,True,1275.24
Tractor,2021.74,Harvest,Evening,3,0.19,18.0,1.04,True,1388.67
Harvester,4366.11,Off-Season,Afternoon,4,13.48,18.0,1.05,True,1877.67
Drone,4395.64,Off-Season,Evening,3,9.11,18.0,0.89,True,1445.51
Tractor,1837.99,Harvest,Afternoon,5,2.07,18.0,0.58,True,1002.69
Harvester,4381.44,Harvest,Morning,4,7.98,18.0,1.37,False,5097.42
Plough,1524.81,Harvest,Afternoon,2,4.8,18.0,0.98,True,543.59
Harvester,3991.23,Off-Season,Afternoon,5,10.23,18.0,0.82,True,1723.3
Drone,4619.16,Harvest,Morning,4,10.0,18.0,0.62,True,2370.66
Drone,4281.07,Growing,Evening,4,13.09,18.0,1.0,True,2524.29
Harvester,4095.34,Off-Season,Afternoon,2,10.11,18.0,1.27,True,1101.24
Plough,1497.62,Growing,Morning,2,12.75,18.0,0.7,True,322.06
Harvester,4370.78,Harvest,Afternoon,5,4.23,18.0,0.8,True,3202.73
Plough,1581.45,Growing,Afternoon,5,0.86,18.0,0.61,True,700.15
Drone,4539.91,Harvest,Night,3,0.72,18.0,0.8,False,1856.66
Harvester,4018.57,Harvest,Evening,4,10.34,18.0,0.75,True,2390.91
Plough,1534.09,Harvest,Evening,2,14.66,18.0,1.04,True,603.27
Drone,4854.27,Off-Season,Afternoon,4,9.61,18.0,0.97,True,2000.89
Tractor,2080.7,Planting,Morning,3,5.06,18.0,1.44,True,1663.35
Tractor,2092.96,Off-Season,Morning,5,0.85,18.0,1.27,True,1860.74
Drone,4348.22,Growing,Night,3,9.42,18.0,1.43,True,2243.99
Drone,4326.52,Off-Season,Afternoon,5,14.02,18.0,0.75,True,1647.98
Drone,4576.09,Planting,Night,4,5.18,18.0,1.32,True,3334.58
Harvester,3661.38,Planting,Afternoon,3,2.43,18.0,1.16,False,2013.81
Harvester,3961.39,Harvest,Night,3,14.12,18.0,1.37,True,2417.81
Tractor,2194.32,Harvest,Night,3,5.81,18.0,1.16,True,1240.94
Harvester,4118.59,Planting,Morning,3,6.83,18.0,0.91,True,2050.74
Drone,4171.82,Off-Season,Afternoon,2,2.27,18.0,0.98,True,940.46
Plough,1524.52,Planting,Morning,3,13.02,18.0,0.8,True,617.56
Harvester,4140.5,Harvest,Morning,5,11.02,18.0,0.71,True,3004.67
Plough,1515.71,Growing,Afternoon,3,5.45,18.0,0.6,True,379.58
Drone,4278.84,Off-Season,Morning,5,8.1,18.0,0.58,True,1612.66
Plough,1622.41,Off-Season,Night,3,2.58,18.0,1.38,True,694.29
Drone,4832.94,Harvest,Evening,4,8.94,18.0,0.58,False,2253.95
Drone,4729.62,Growing,Night,4,7.54,18.0,0.7,True,1627.28
Harvester,4233.13,Harvest,Afternoon,5,12.43,18.0,1.28,True,4561.51
Drone,4896.79,Planting,Morning,2,4.85,18.0,1.49,True,2699.37
Tractor,1957.65,Off-Season,Afternoon,5,0.6,18.0,0.91,True,1039.46
Harvester,4064.52,Off-Season,Evening,2,0.16,18.0,1.4,True,1536.49
Tractor,2114.37,Harvest,Afternoon,3,0.33,18.0,1.48,True,1797.21
Drone,4782.95,Planting,Afternoon,2,8.5,18.0,0.85,True,1209.27
Harvester,3619.29,Growing,Night,5,0.82,18.0,1.1,False,2619.62
Tractor,1953.29,Growing,Afternoon,2,13.58,18.0,1.34,True,664.95
Plough,1482.35,Planting,Afternoon,4,8.82,18.0,0.85,True,748.33
Plough,1516.41,Planting,Morning,5,14.03,18.0,0.97,True,1226.1
Harvester,3611.65,Harvest,Morning,4,14.37,18.0,1.04,True,2963.54
Plough,1416.15,Planting,Afternoon,4,7.18,18.0,0.52,True,444.5
Tractor,2129.94,Off-Season,Morning,2,11.46,18.0,1.02,True,546.6
Harvester,4133.22,Growing,Evening,4,9.38,18.0,0.51,True,1302.03
Tractor,2096.92,Growing,Afternoon,2,5.8,18.0,0.55,True,321.16
Harvester,4009.37,Off-Season,Evening,4,13.25,18.0,0.77,True,1454.82
Plough,1492.33,Growing,Evening,4,0.93,18.0,0.57,True,572.94
Drone,4559.42,Harvest,Night,5,3.03,18.0,0.76,True,2892.24
Tractor,2167.02,Planting,Night,4,0.66,18.0,0.69,True,861.66
Tractor,2058.23,Planting,Night,2,4.96,18.0,1.09,True,622.29
Plough,1485.47,Off-Season,Night,3,2.55,18.0,0.63,True,289.15
Harvester,4014.85,Off-Season,Morning,2,2.49,18.0,0.56,True,619.87
Drone,4705.91,Harvest,Night,2,2.14,18.0,0.88,True,1402.17
Harvester,3661.41,Harvest,Morning,5,2.55,18.0,0.56,True,2280.04
Tractor,2106.39,Off-Season,Afternoon,2,6.23,18.0,0.52,True,244.25
Tractor,1870.83,Off-Season,Afternoon,3,0.62,18.0,1.47,True,966.05
Tractor,2185.26,Off-Season,Afternoon,4,5.9,18.0,0.74,True,715.27
Harvester,3743.23,Off-Season,Night,4,3.12,18.0,1.09,True,1675.66
Tractor,1932.79,Planting,Night,5,1.09,18.0,0.78,True,1089.55
Harvester,4225.94,Off-Season,Night,4,4.87,18.0,1.19,False,2027.53
Harvester,4184.19,Planting,Night,5,5.99,18.0,0.91,False,2612.57
Tractor,1872.36,Harvest,Night,3,2.92,18.0,1.31,True,1233.21
Drone,4708.41,Planting,Evening,2,12.49,18.0,1.3,True,2005.31
Drone,4103.66,Growing,Night,3,13.35,18.0,1.15,True,1631.7
Plough,1552.73,Off-Season,Morning,3,7.79,18.0,1.5,True,910.17
Drone,4657.91,Growing,Morning,5,14.91,18.0,0.51,True,1792.65
Harvester,4057.43,Planting,Morning,3,13.61,18.0,1.49,True,3053.91
Plough,1456.63,Planting,Morning,5,10.96,18.0,1.2,True,1516.0
Tractor,2175.47,Off-Season,Morning,3,8.63,18.0,0.66,True,558.5
Plough,1516.04,Planting,Evening,2,3.37,18.0,0.57,True,311.15
Drone,4279.09,Harvest,Evening,4,11.7,18.0,1.06,True,3545.58
Tractor,2077.98,Growing,Morning,2,6.19,18.0,0.7,True,480.14
Plough,1389.15,Off-Season,Night,2,2.0,18.0,0.76,True,220.15
